reviewID,restaurantID,reviewNumber,linkNumber,cityCode,reviewBy,reviewRating,reviewAt,reviewDescription,city
k2359,k21,2359,21,k,Maherumair,1/5 Stars,22-10-20,Briyani is taste less,Karachi
k2360,k21,2360,21,k,Sayyieda,4/5 Stars,11-10-20,"Less in quantity,  was too much hungry and when saw the box was very dissapointed... But khair h..  I gave u 4stars of rating, and suggested  to my circle",Karachi
k2361,k21,2361,21,k,Mrs,1/5 Stars,11-10-20,کھانا اک دم بیکار تھا صرف مصالحہ تھا مرچ ہی تھی کوٸی ذاٸقہ نہیں بریانی کا ۔۔,Karachi
k2362,k23,2362,23,k,Muhammad,5/5 Stars,04-12-20,Nice & crispy.!,Karachi
k2363,k23,2363,23,k,Shaheryar,5/5 Stars,01-10-20,Amazing experience,Karachi
k2364,k23,2364,23,k,Hiba,1/5 Stars,27-09-20,Worst food bhttt gnda. Burger is smelly. And no cheese in big chicken cheese nurger like seriously. Mayo roll  tpu aaisaa phatta hwa thaa k na pucho. Gmdi wali ketchup s ebhra hwa bs. Herky wala jitnaa khud gamda rehta hai na wese hi gmda burger deya. Seriously kabhi b koi na mangwaye. Pachtaogay. Mark my words Pachtaogay,Karachi
k2365,k23,2365,23,k,Hammad,5/5 Stars,03-09-20,2nd time i didnt get bun with broast plz add bun with broast ..as the meal is incomplete without bun,Karachi
k2366,k23,2366,23,k,Hammad,4/5 Stars,23-08-20,Add bun with brosat,Karachi
k2367,k23,2367,23,k,mohammad,1/5 Stars,30-07-20,Food was not fresh mayo garlic roll was baasi,Karachi
k2368,k25,2368,25,k,Fasihuddin,1/5 Stars,06-08-21,baykar or third class pasay zaya huway h kacha tha or sirf bread thi band kar do aysay resturant ko,Karachi
k2369,k25,2369,25,k,Faizan,1/5 Stars,29-06-21,Poor not buy again,Karachi
k2370,k25,2370,25,k,Akhter,1/5 Stars,26-06-21,"Bohat he gathya restaurant hey.....dont try......cheese shawarma order kiya tha.....parthey main gobi bhar key roll bana k bahaj diya,......koi ala kisam key gathiya log hey.......total waste .... Dont try",Karachi
k2371,k25,2371,25,k,Tabish,2/5 Stars,26-06-21,The taste was worst ..,Karachi
k2372,k25,2372,25,k,MTalha,1/5 Stars,20-06-21,Pizza not good waste money,Karachi
k2373,k25,2373,25,k,Sadia,1/5 Stars,13-06-21,Average,Karachi
k2374,k27,2374,27,k,Subhaan,1/5 Stars,06-04-21,I didnot get my order.. Refund my amount... I am very disapponted with this act of panda..,Karachi
